name,target,pred
13,13,9.594253197801896
8,8,10.75357137228517
19,19,11.814212418450758
11,11,7.782915241324207
12,12,9.106140390985148
5,5,3.661061865253376
2,2,8.11385113281272
6,6,8.409795769798912
4,4,6.661772169784833
10,10,11.814212418450758
17,17,10.898697030403959
9,9,10.75357137228517
15,15,8.74579764402285
18,18,12.082379484465719
21,21,11.293737830719596
7,7,6.904289581592201
14,14,7.403741977250216
